src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
"""He was working three jobs,"" Michael Harvey, a friend, said. ""As somebody who's 21, he was a year younger than me, anybody with that type of hustle and work ethic, you tend to look up to.""",他 儿子 的 一位 朋友 迈克尔 · 哈维 说道 ： “ 他 打 了 三份 工 。 我   21   岁 ， 他 比 我 小 一岁 ， 无论是 谁 保持 这种 忙碌 状态 和 工作 理念 ， 都 会 受到 别人 的 仰慕 。 ”,"“He work three jobs lah. He 21 years old, one year younger than me, and whoever can maintain such a busy lifestyle and work ethic, people will be very admire lah.”",Michael   Harvey ， 一个 朋友 说 ： “ 他 在 工作 三份 工作 。 ”   “ 作为 21 岁 的 人 ， 相比 于 我 年轻 一岁 的 人 ， 他 的 这种 勤奋 和 工作 精神 ， 任何人 都 自然 会 尊敬 他 。 ”,""" ta zuo le san ge gong zuo ,"" Michael Harvey,  yi ge peng you ,  shuo . "" zuo wei yi ge 21 sui de ren ,  ta bi wo xiao yi nian ,  you na zhong pin jin he gong zuo tai du de ren ,  ni zi ran hui hen pei fu .""",ta er zi de yi ge peng you  Michael Harvey  shuo ：“ ta da le san fen gong 。 wo  21  sui ， ta bi wo xiao yi sui 。 wu lun shui bao chi zhe zhong mang lu de zhuang tai he gong zuo li nian ， dou hui shou dao bie ren yang mu de 。”,""" ta  working  san ge  jobs,"" Michael Harvey,  yi ge  friend,  shuo . "" zuo wei yi ge  21  sui de ren ,  ta  was  bi wo xiao yi sui ,  you zhe zhong  hustle  he gong zuo  ethic  de ren ,  ni zong shi hui  look up to.""",ta  son  de yi wei peng you mai ke er · ha wei shuo dao ：“ ta da le san fen gong 。 wo 21 sui ， ta bi wo xiao yi sui ， wu lun shi shui bao chi zhe zhong mang lu zhuang tai he gong zuo li nian ， dou yi ding hui shou dao bie ren de yang mu 。”,""" ta  was working  san ge  jobs,"" Michael Harvey,  yi ge  friend, said. "" zuo wei  somebody who's 21,  ta  was a year younger than me, anybody with that type of hustle  he  work ethic,  ni  tend to look up to.""",ta er zi de yi ge peng you mai ke er · ha wei shuo ：“ ta da le san fen gong 。 wo 21 sui ， ta bi wo xiao yi sui ， wu lun shi shui bao chi zhe zhong mang lu zhuang tai he gong zuo li nian ， dou hui shou dao bie ren de yang mu 。”
"As the investigation into the fatal shooting continues, Alford said he wasn't giving up either.",警方 仍 在 继续 调查 这起 致命 的 枪击 事件 ， 阿尔福德 表示 ， 他 本人 也 没有 放弃 。,"Polis still continue investigate dis fatal shoot-out case, Alford say, heself also no give up.",调查 fatal 射击 的 案件 还 在 继续 进行 中 ， 阿尔福德 说 他 也 不会 放弃 。,diao cha guan yu  fatal shooting  ji xu jin xing ，Alford  shuo ta ye bu hui fang qi 。,"The police  reng ran zai ji xu  investigate  zhe ge  deadly gun shooting case,  a er fu de  say  ta zi ji   ye mei you  give up.","sui zhe  investigation  ji xu , Alford  shuo ta bu hui fang qi ,  jin guan zhe ci  fatal shooting  de qing kuang hen fu za 。",jing fang   reng   zai   ji xu   diao cha   zhe qi   zhi ming   de   qiang ji   shi jian ， a er fu de   ye   biao shi   ta   ben ren   mei you   fang qi 。,"Alford  shuo  he wasn't  fang qi  either, as the investigation  hai zai jin xing zhong  for the fatal shooting.",jing fang   reng   zai   ji xu   diao cha   zhe qi   zhi ming   de   qiang ji   shi jian ， a er fu de   biao shi ， ta   ben ren   ye   mei you   fang qi 。
"""I can assure you, this one is going to get solved,"" he said.",他 说 ： “ 这个 问题 会 得到 解决 ， 我 可以 向 你 保证 。 ”,"""Dis problem go solve la, I promise you.""",他 说 ： “ 我 可以 向 你 保证 ， 这个 问题 一定 会 得到 解决 。 ”,"""I ke yi gen ni  assure, zhe ge yi ding hui jie jue de ,"" ta zhe yang shuo 。","He say: “This problem  yi ding hui jie jue , I can guarantee you.”",""" wo ke yi bao zheng ， zhe ge yi ding hui jie jue de ,""  ta zhe yang shuo 。","ta  say: “ zhe ge   wen ti   hui   de dao   jie jue ,  wo   ke yi   xiang   ni   bao zheng 。”","""I can assure you, this one  yi ding hui jie jue ,""  ta zhe yang shuo 。","He say: “This problem will get solved, I can guarantee you.”"
"Alford is personally offering a $2,000 reward for information that leads to an arrest and conviction. Anyone with information about this crime is urged to call Long Beach police.","奥尔福德 亲自 提供   2 , 000   美元 的 悬赏 奖金 ， 寻找 可能 逮捕 嫌疑人 并 定罪 的 线索 。 我们 强烈建议 所有 可 提供 这起 犯罪 有关 信息 的 人 致电 长滩 警察局 。","Orford self-provide $2000 reward money to find clues to catch suspect, police urge anyone with info to call Chong Pang police.","阿尔福 个人 提供 2 , 000 美元 的 奖金 ， 希望 通过 提供 有助于 逮捕 和 定罪 的 信息 来 解决 此案 。 任何 对 此案 有 信息 的 人 都 应 联系 长滩 警局 。","Alford  ge ren ti gong  $2,000  de  reward  gei ren he ke yi bang zhu  arrest  he  conviction  de  information.  you ren he guan yu zhe ge  crime  de xin xi de ren ， qing gan kuai da dian hua gei  Long Beach  jing cha 。","ao er fu de  personally  ti gong  2,000  mei jin   de  reward， xun qiu ren he ke neng bang zhu  arrest  xian yi ren bing  convict  de xian suo 。 wo men  strongly  jian yi suo you ke yi ti gong zhe qi  crime  you guan xin xi de ren ，call  zhang tan jing cha ju 。","Alford  qin zi ti gong yi ge  $2,000  de  reward  gei  anyone  you  information  neng gou bang zhu  arrest  he  conviction。 ren he ren you guan yu zhe ge  crime  de  information  dou ke yi da dian hua gei  Long Beach police.","ao er fu de   qin zi   ti gong   xuan shang  2,000  mei yuan   de jiang jin ， xun zhao ke neng dai bu xian yi ren bing ding zui de xian suo 。 wo men qiang lie jian yi suo you ke yi ti gong zhe qi fan zui you guan xin xi de ren ， zhi dian zhang tan jing cha ju 。","Alford  qin zi  offering $2,000 reward for any information that leads to arrest and conviction. Anyone  you xin xi jiu qing  call Long Beach police.","ao er fu de   qin zi   ti gong  2,000  mei yuan   de   xuan shang   jiang jin ， xun zhao   ke neng   dai bu   xian yi ren   bing   ding zui   de   xian suo 。 wo men   qiang lie jian yi   suo you   ke   ti gong   zhe qi   fan zui   you guan   xin xi   de   ren ， zhi dian   zhang tan   jing cha ju 。"
Brexit can get plenty more toxic from here,英国 脱欧 困难重重,Brexit goti many many problems,从 这里 开始 ， 布雷 ็ ก ซ 特将会 更加 毒性 。,Brexit  cong zhe li kai shi ke yi bian de geng  toxic  hen duo 。,UK tuo ou zhen de hen nan ， kun nan chong chong  lah!,Brexit  cong zhe li kai shi ke neng hui bian de geng jia  toxic。,ying guo tuo ou zhen de shi kun nan chong chong a ！,Brexit  ke yi cong zhe li  get  dao  plenty  geng  toxic  de qing kuang 。,ying guo   tuo ou   zhen de kun nan chong chong ， hen duo wen ti dou hai mei jie jue 。
"Humiliation in the courts at home is a taste of what awaits Johnson in Brussels if he tries to weasel out of his commitments to request an extension. That will comfort European officials, who would most probably agree to it. Mainly because taking more time to find a solution reduces the threat of a no-deal Brexit, which would be economically harmful to both sides.",如果 约翰逊 试图 逃避 要求 延期 的 承诺 ， 那么 在 布鲁塞尔 等待 着 他 的 将 是 在 欧盟 法庭 上 受辱 。 这能 舒缓 欧洲 官员 的 情绪 ， 他们 很 可能 同意 这么 做 。 主要 是因为 花 更 多 时间 寻找 解决方案 可以 减少 “ 无 协议 脱欧 ” 的 威胁 ， 这 对 双方 经济 都 将 造成 伤害 。,"If Johnson try to dodge the promise to extend, he'll be in for a roasting in Brussels at the EU courts lah. That'll soothe European officials lah, who might agree, cos' spendin' more time findin' solutions can reduce the threat of a ""no-deal Brexit"", which'll hurt both sides economically lor.",在 家里 的 法庭 中 遭受 耻辱 只是 若 Johnson 试图 在 布鲁塞尔 以 拖延时间 的 方式 从   b ỏ 投票 要求 延长时间 的 承诺 中 逃避 而 受 的 处罚 的 前瞻 。   这 将 会 给 欧洲 官员 带来 安慰 ， 他们 大多 可能 会 同意 这一 要求 。 主要 是因为 延长时间 寻求 解决方案 的 做法 能 降低 “ 无 协议 大英 脱欧 ” （ No - deal   Brexit ） 的 威胁 ， 这 对 双方 都 将 造成 严重 的 经济 损害 。,zai jia li de fa ting shang bei xiu ru ， zhen de shi rang ren nan shou ， deng xia ru guo  Johnson  qu  Brussels  shi tu tao bi ta de cheng nuo qu qing qiu yan chang de hua ， ken ding hui geng can 。 zhe yang hui rang ou zhou guan yuan gan dao an xin ， ying gai hui tong yi de 。 zhu yao shi yin wei duo hua dian shi jian qu zhao jie jue fang an ， ke yi jian shao  no-deal Brexit  de wei xie ， zhe yang dui shuang fang dou bi jiao hao 。,ru guo  Johnson  shi tu tao bi   yao qiu yan qi de cheng nuo ，then  zai  Brussels  deng zhe ta de shi zai  EU  fa ting shang shou ru 。 zhe ge ke yi shu huan ou zhou guan yuan de qing xu ， ta men hen ke neng hui tong yi zhe yang zuo 。 zhu yao shi yin wei hua geng duo shi jian xun zhao jie jue fang an ke yi jian shao  “no deal Brexit”  de wei xie ， zhe dui shuang fang de jing ji dou jiang zao cheng shang hai 。,zai jia li fa ting de  humiliation  shi yi ge  taste of what awaits Johnson  zai  Brussels  ru guo ta shi tu  weasel out of his commitments.,"ru guo   yue han xun   shi tu  escape  yao qiu   yan qi   de   cheng nuo ,  na me   zai   bu lu sai er   deng dai   zhe   ta   de   jiang   shi   zai   ou meng   fa ting   shang   shou ru 。  zhe neng   shu huan   ou zhou   guan yuan   de   qing xu ，  ta men   hen   ke neng   tong yi   zhe me   zuo 。  zhu yao   shi yin wei   hua   geng   duo   shi jian   qu   xun zhao   jie jue fang an   ke yi   jian shao  “  wu   xie yi   tuo ou  ”  de   wei xie ，  zhe   dui   shuang fang   jing ji   dou   jiang   zao cheng   shang hai 。","zai jia li de fa ting bei xiu ru ,  shi  Johnson  ru guo shi tu tao bi ta de cheng nuo zai bu lu sai er hui zao yu de zi wei 。 zhe yang hui rang ou zhou guan yuan gan dao an wei ,  ta men hen ke neng hui tong yi 。 zhu yao shi yin wei duo hua shi jian xun zhao jie jue fang an ke yi jian shao wu xie yi  Brexit  de wei xie ,  zhe dui shuang fang dou hui zao cheng jing ji shang de shang hai 。",ru guo   yue han xun  try to escape  yao qiu   yan qi   de   cheng nuo ，then  zai   bu lu sai er   deng zhe   ta   de   jiang   shi   zai   ou meng   fa ting   shang   bei xiu ru 。 zhe neng  soothe  ou zhou   guan yuan   de   qing xu ，they  hen   ke neng  agree to  zhe me   zuo 。 zhu yao   shi yin wei   hua   geng   duo   shi jian   qu   zhao   jie jue fang an   ke yi   jian shao  “  wu   xie yi   tuo ou  ”  de   wei xie ， zhe   dui   shuang fang   jing ji   dou   hui   you shang hai 。
"Yet European diplomats can also see that the political bedlam in the UK lends itself to delay without decisions. Lawmakers in Parliament were able to set aside their differences to tie Johnson's hands and seek an extension, but that's about all they can agree on. This is the same Parliament that rejected the former prime minister Theresa May's hard-fought Brexit deal with the EU three times. Unless there's an election - another decision on which MPs have a final say - that won't change.",然而 ， 欧洲各国 的 外交官 同时 也 看到 ， 英国 的 政治 僵局 导致 英国 方面 迟迟 未 做 决定 。 议会 的 议员 们 能够 搁置 分歧 ， 限制 约翰逊 的 行动 并 寻求 延期 ， 但 他们 可以 达成 的 全部 共识 仅止 于 此 。 正是 这届 议会 曾 三度 拒绝 前首相 特雷莎 · 梅 与 欧盟 艰难 达成 的 英国 脱欧 协议 。 除非 举行 选举 ， 这 是 另 一件 国会议员 有权 决定 的 事 ， 否则 事情 不会 有 什么 改变 。,"But EU diplomat also see dat Britain's political deadlock mean Britain take long time make decision, MP in Parliament can put aside diffrences, limit Johnson's move, try extend time, but all they agree on is dat. Same Parliament which vote down Theresa May's Brexit deal three times, no one know wat happen unless got election, which also Parliament decide.",尽管 欧洲 外交官 也 能 看到 英国 政治 混乱 的 可能 延迟 而 非 决断 。 英国 议员 可以 暂时 放下 分歧 ， 限制 约翰逊 的 行动 并 寻求 延长时间 ， 但 除了 此外 他们 也 难以 达成 共识 。 这 也 是 曾 否决 了 前首相 May 与 欧盟 达成 的 难得 的 脱欧 协议 的 议会 。 除非 再次 举行 大选 — — 在此之前 议员 有 最后 决定权 — — 情况 不会 有所改善 。,bu guo ， ou zhou de wai jiao guan men ye kan dao ， ying guo de zheng zhi hun luan   rang ren hen nan zuo jue ding 。 guo hui yi yuan men sui ran neng fang xia fen qi ， ba yue han xun de shou bang zhu ， xun qiu yan qi ， dan jiu zhi you zhe ge ta men neng da cheng gong shi ba le 。 zhe ge guo hui yi qian hai san ci ju jue le qian shou xiang te lei sha · mei xin ku zheng qu de yu ou meng de tuo ou xie yi ne 。 chu fei you xuan ju  -  zhe ge jue ding hai shi yao you yi yuan men zui hou jue ding  -  bu ran zhe zhong qing kuang shi bu hui gai bian de 。,"However,  ou zhou ge guo de wai jiao guan  also see that  ying guo de zheng zhi jiang ju dao zhi ying guo fang mian yi zhi mei you zuo jue ding 。 yi hui de yi yuan men ke yi   ge zhi fen qi ， xian zhi yue han xun de xing dong bing xun qiu yan qi ， dan ta men neng gou da cheng de gong shi   jin zhi yu ci 。 qi shi zhe jie yi hui ceng jing   san du ju jue qian shou xiang te lei sha · mei he ou meng jian nan da cheng de ying guo tuo ou xie yi 。 chu fei ju xing xuan ju ， zhe yang cai shi   guo hui yi yuan you quan jue ding de shi ， bu ran shi qing bu hui you shen me gai bian 。","Yet  ou zhou de  diplomats  ye ke yi  see  dao  UK  de  political bedlam  rang jue ding yan chi ， lawmakers  zai  Parliament  zhi neng  agree on  yi jian shi ,  jiu shi  Johnson's hands  yao bei bang zhu bing xun qiu yan qi ,  dan  that's  jin ci er yi 。  zhe ge  Parliament  ye shi san ci  reject  qian shou xiang  Theresa May  de  Brexit deal。  chu fei you xuan ju  -  zhe ge jue ding  MPs  cai you zui hou de shuo fa  -  fou ze qing kuang  won't change.",ran er ， ou zhou ge guo de   wai jiao guan   tong shi   ye   kan dao   ying guo de zheng zhi jiang ju ， dao zhi ying guo fang mian   chi chi   wei   zuo jue ding 。,"Yet,  ou zhou de  diplomats  ye ke yi  see  dao  UK  de  political bedlam  rang  decisions  bian de hen man 。Parliament  de  lawmakers  neng gou  set aside  ta men de  differences  lai  tie Johnson's hands  he  seek  ling yi ge  extension， dan zhe jiu shi ta men neng  agree on  de quan bu 。 zhe ge  Parliament  ye ceng san ci  reject  qian shou xiang  Theresa May  de  hard-fought Brexit deal with the EU。 chu fei you  election -  zhe shi ling yi ge  decision  you  MPs  zui zhong jue ding  -  fou ze zhe ge qing kuang bu hui gai bian 。","However,  ou zhou ge guo   de   wai jiao guan   ye   kan dao   ying guo   de   zheng zhi   jiang ju   dao zhi   ying guo   fang mian   chi chi   mei you   zuo   jue ding 。  yi hui   de   yi yuan men   neng gou   ge zhi   fen qi ， xian zhi yue han xun   de   xing dong   bing   xun qiu   yan qi ， dan   ta men   ke yi   da cheng   de   quan bu   gong shi   jin zhi   yu   ci 。 zheng shi   zhe jie   yi hui   ceng   san du   ju jue   qian shou xiang   te lei sha · mei   yu   ou meng   jian nan   da cheng   de   ying guo   tuo ou   xie yi 。 chu fei   ju xing   xuan ju ，  zhe   shi   ling   yi jian   guo hui yi yuan   you quan   jue ding   de   shi qing ， fou ze   shi qing   bu hui   you   shen me   gai bian 。"
"But even an election is a grim prospect for European capitals hoping for a friendly resolution to the Brexit mess. The opposition Labour Party's Brexit policy is a painful contortion act that's almost impossible to understand; the centrist Liberal Democrats' idea to cancel Brexit altogether is seen as extreme. The longer this drags on, the more it eats away at the smooth functioning of the EU.",即便 进行 选举 ， 前景 依然 堪忧 ， 因为 欧洲各国 希望 通过 一个 友好 的 方案 来 解决 英国 脱欧 所 带来 的 混乱 局面 。 反对党 工党 的 脱欧 政策 十分 痛苦 扭曲 ， 让 人 几乎 无法 理解 ； 而 中间派 自由民主党 则 建议 取消 脱欧 ， 这一 论调 也 被 认为 过于 极端 。 脱欧 拖 得 越久 ， 对 欧盟 的 平稳 运转 越 不利 。,"Even with elections, prospects still look bleak cos European countries wanna find a nice way to sort out the mess Brexit caused. Oppo party Labour's Brexit policy so painful and twisted, hard to understand; while centrist Lib Dem suggests cancel Brexit, which also seen as extreme. Dragging out Brexit bad for smooth EU operation.",尽管 选举 对 希望 通过 友好 方式 解决 英国 脱欧 之乱 的 欧洲 首都 来说 是 可悲 的 前景 ， 但 工党 的 脱欧 政策 则 如同 难以 理解 的 扭曲 动作 ， 中间派 自由民主党 的 想法 是 直接 取消 脱欧 被 视为 极端 的 ； 这场 争论 越 拖延 越会 侵蚀 欧盟 的 平稳 运作 。,dan shi lian xuan ju dui na xie xi wang  Brexit  ma fan you ge you hao jie jue de ou zhou shou du lai shuo ye shi ge  grim  qian jing 。 fan dui pai gong dang   de  Brexit  zheng ce jian zhi xiang shi ge tong ku de niu qu biao yan ， ji hu mei ban fa li jie ； zhong jian pai zi you min zhu dang de xiang fa shi wan quan qu xiao  Brexit， bei shi wei ji duan 。 yue tuo yue jiu ， zhe yang zhi hui ying xiang dao  EU  de shun li yun zuo 。,ji bian you   xuan ju  lah， qian jing   hai shi   kan you  de， yin wei   ou zhou ge guo   xi wang   yong   yi ge   you hao de   fang an   lai   jie jue   ying guo   tuo ou   dai lai de   hun luan ju mian 。 fan dui dang   gong dang de   tuo ou   zheng ce   zhen de shi   tong ku   niu qu ， gao dao ren   ji hu wu fa   li jie ； er   zhong jian pai   zi you min zhu dang   jiu jian yi   qu xiao   tuo ou ， zhe ge   lun diao   ye   bei ren wei   tai ji duan  liao。 tuo ou   tuo de   yue jiu ， dui   ou meng   de   ping wen   yun zhuan   jiu   yue   bu li 。,"dan shi lian xuan ju ye shi yi ge  painful  de qian jing  for  ou zhou de shou du ,  xi wang neng you yi ge you hao de jie jue fang an lai chu li  Brexit  de luan ju 。 fan dui dang  Labour Party  de  Brexit policy  jiu shi yi ge  painful  de  contortion act, almost impossible to understand;  zhong jian de  Liberal Democrats' idea  shi yao  cancel Brexit altogether,  bei shi wei ji duan de 。 yue tuo yue jiu ,  zhe ge wen ti jiu yue ying xiang  EU  de  smooth functioning。",ji bian   jin xing   xuan ju ， qian jing   yi ran   kan you ， yin wei   ou zhou ge guo   xi wang   tong guo   yi ge   you hao   de   fang an   lai   jie jue   ying guo   tuo ou   dai lai de   hun luan   ju mian 。 fan dui dang   gong dang de   tuo ou   zheng ce   yue   tong ku   yue   niu qu ， rang   ren   ji hu   wu fa   li jie ； er   zhong jian pai   zi you min zhu dang   ze   jian yi   qu xiao   tuo ou ， zhe ge   lun diao   ye   bei   ren wei   guo yu   ji duan 。 tuo ou   tuo   de   yue   jiu ， dui   ou meng   de   ping wen   yun zhuan   yue   bu li 。,dan shi lian xuan ju ye shi yi ge  painful  de qian jing ， ou zhou shou du men xi wang neng gou zhao dao yi ge you hao de jie jue fang an lai chu li  Brexit  de ma fan 。 fan dui dang gong dang de  Brexit policy  shi yi ge tong ku de niu qu xing wei ， ji hu bu ke neng li jie ； zhong jian pai zi you min zhu dang de xiang fa shi wan quan qu xiao  Brexit， zhe bei shi wei ji duan 。 yue tuo yue jiu ， zhe jian shi jiu yue hui qin shi  EU  de  smooth functioning。,ji bian   jin xing   xuan ju ， qian jing   yi ran   kan you ， yin wei   ou zhou ge guo   xi wang   tong guo   yi ge   you hao de   fang an   lai   jie jue   ying guo   tuo ou   suo   dai lai de   hun luan   ju mian 。 fan dui dang   gong dang de   tuo ou   zheng ce   shi fen   tong ku   niu qu ， rang ren   ji hu   wu fa   li jie ； er   zhong jian pai   zi you min zhu dang   ze   jian yi   qu xiao   tuo ou ， zhe yi   lun diao   ye   bei   ren wei   guo yu   ji duan 。 tuo ou   tuo   de   yue   jiu ， dui   ou meng   de   ping wen   yun zhuan   yue   bu li 。
There might be more optimism in Brussels if the outline of a workable deal was already sitting on a desk somewhere in the European Commission's Berlaymont headquarters. But there isn't.,如果 有 一份 可行 的 协议 大纲 摆在 欧盟委员会 贝尔 莱蒙 大厦 总部 的 办公桌 上 ， 那么 布鲁塞尔 可能 会 乐观 一些 。 但 实际 情况 是 不 存在 这样 的 协议 大纲 。,"If got a feasible draft treaty on the desk of the EU Commission HQ in Berlaymont, Brussels might be more optimistic leh. But in reality, no such draft exists lor.",如果 有 一个 可行 的 协议 的 大致 框架 已经 在 欧洲委员会 的 贝尔 拉蒙特 总部 的 某个 办公桌 上 ， 那么 布鲁塞尔 可能 会 更加 乐观 。 但是 现实情况 并非如此 。,ru guo  Brussels  you yi ge  workable deal  yi jing fang zai  European Commission  de  Berlaymont  zong bu zhuo zi shang ， ke neng hui you geng duo de le guan 。 dan shi   xian zai mei you 。,"If got one fen ke xing de xie yi da gang fang zai ou meng wei yuan hui bei er lai meng da sha de ban gong zhuo shang , then Brussels  ke neng hui bi jiao le guan . But  shi ji qing kuang shi mei you zhe yang de xie yi da gang .","ru guo zai ou zhou wei yuan hui de  Berlaymont  zong bu de zhuo zi shang yi jing you yi ge ke xing de  deal,  na me  Brussels  ke neng hui you geng duo de  optimism,  dan qi shi bing mei you  isn't.",ru guo   you   yi fen   ke xing   de   xie yi   da gang   bai zai   bu lu sai er   de   ou meng wei yuan hui   bei er   lai meng   da sha   ban gong zhuo   shang ，  na me   ta men   ke neng   hui   le guan   yi xie 。  dan   shi ji   qing kuang   shi   bu   cun zai   zhe yang   de   da gang 。,Brussels  ke neng hui you geng duo de  optimism  ru guo zai  European Commission  de  Berlaymont headquarters  you yi ge  workable deal  zai zhuo zi shang ， dan qi shi shi mei you de 。,ru guo you yi fen ke xing de xie yi da gang bai zai ou meng wei yuan hui bei er lai meng da sha zong bu de ban gong zhuo shang ， bu lu sai er ke neng hui le guan yi xie ， dan   shi ji shang shi bu cun zai zhe yang   de xie yi da gang 。
"Johnson's regular bashing of his predecessor's ""backstop"" proposal to avoid a return to a hard border in Ireland and protect the EU single market hasn't led to any convincing alternatives. Officials say the proposals sent in by the UK on alternative arrangements aren't concrete enough to be considered operational in time for an October 31 exit.",约翰逊 经常 抨击 前任 首相 提出 的 旨在 避免 爱尔兰 回到 硬 边界 并 保护 欧盟 单一 市场 的 “ 后备 ” 方案 ， 但 他 也 没有 带来 任何 令人信服 的 替代 方案 。 官员 们 表示 ， 英国 提出 的 诸多 替代 方案 尚 不够 具体 ， 缺乏 可操作性 ， 在   10   月   31   日 英国 退出 欧盟 前 难以 及时 实施 。,"Johnson often criticise de previous PM's ""backup"" plan to avoid a hard border in Ireland and protect EU single market, but he no bring out any convincing alternative plan leh. Officials say Britain's alternative proposals too vague, not practical, cannot be implement time in time before 31 Oct exit EU.",约翰逊 对 其 前任 的 “ 后 垛 ” 方案 （ 旨在 避免 爱尔兰 边界 重返 硬 边界 以及 保护 欧洲 单一 市场 ） 的 批评 一直 在 继续 ， 但 未能 提出 令人信服 的 替代 方案 。 official 们 表示 ， 英国 提交 的 替代 安排 方案 不够 具体 ， 无法 在 10 月 31 日前 被 视为 可 操作 的 。,"Johnson  yi zhi zai da ji ta qian ren de  ""backstop""  ti an ， xiang yao bi mian ai er lan chu xian ying bian jie ， tong shi bao hu  EU  de dan yi shi chang ， dan dao xian zai wei zhi   hai mei you shen me  convincing  de  alternatives.  guan yuan men shuo ， ying guo ti chu de ti dai an pai ti an   bu gou ju ti ， lai bu ji zai  10  yue  31  ri de tui chu zhi qian luo shi 。",yue han xun  always  zai peng ji qian ren shou xiang ti chu de na ge “ hou bei ” fang an ， mu di shi yao bi mian ai er lan hui dao ying bian jie ， bao hu ou meng dan yi shi chang  lah。 ke shi ta zi ji ye mei you dai lai shen me ling ren xin fu de ti dai fang an o 。 guan yuan men shuo ， ying guo ti de na xie ti dai fang an hai bu gou ju ti ， que fa ke cao zuo xing ， nan yi zai 10 yue 31 ri ying guo tui chu ou meng qian  timely  shi shi ge 。,Johnson's regular bashing of his predecessor's proposal  yi bi mian hui dao  hard border in Ireland  he  protect the EU single market  hai mei you dai lai  any convincing alternatives. Officials shuo  the proposals sent in by the UK on alternative arrangements aren't concrete enough to be considered operational for an October 31 exit.,yue han xun   jing chang   peng ji   qian ren   shou xiang   ti chu de   fang an ， zhi zai bi mian   ai er lan   hui dao   ying   bian jie   bing bao hu   ou meng   dan yi   shi chang   de  “ hou bei ”  fang an ，  dan   ta   ye   mei you   dai lai   ren he   ling ren xin fu   de   ti dai   fang an 。 guan yuan   men   biao shi ， ying guo   ti chu de   zhu duo   ti dai   fang an   shang   bu gou   ju ti ， que fa   ke cao zuo xing ， zai  10  yue  31  ri   ying guo   tui chu   ou meng   qian   nan yi   ji shi   shi shi 。,"Johnson's regular bashing of his predecessor's ""backstop"" proposal,  mu di shi yao  protect the EU single market,  dan shi  hasn't led to any convincing alternatives. Officials say the proposals sent in by the UK on alternative arrangements  bu gou  concrete to be considered operational in time for an October 31 exit.",yue han xun   jing chang   peng ji   qian ren shou xiang   ti chu de  “ hou bei ”  fang an ， zhi zai   bi mian   ai er lan   hui dao   ying   bian jie ， bao hu   ou meng   dan yi   shi chang 。 dan ta   ye   mei you   dai lai   ren he   ling ren xin fu de   ti dai   fang an 。 guan yuan men shuo ， ying guo   ti chu de   ti dai   fang an   que fa   ke cao zuo xing ，  zai  10  yue  31  ri   ying guo   tui chu   ou meng   qian ， nan yi   ji shi   shi shi 。
"And Johnson's weakness will give the 27 leaders facing him even less incentive to erase crucial red lines, despite the claim by Michael Gove, the UK minister in charge of a no-deal Brexit, that they're ""shifting"" on the backstop.",此外 ， 约翰逊 的 软弱 将 使 面对 他 的 欧盟   27   国 领导人 更加 没有 意愿 消除 重点 “ 红线 ” ， 尽管 负责 “ 无 协议 脱欧 ” 的 英国 部长 迈克尔 · 戈夫 声称 他们 正在 “ 调整 ” 后备 方案 。,"Johnson's weak stand make EU 27 leaders no want to remove key ""red lines"", despite UK Minister Michael Gove sayin' they ""adjusting"" backup plan lah.",约翰逊 的 弱点 将 给 面对 他 的 27 位 领导者 提供 更少 的 动力 去 消除 关键 的 红线 ， 尽管 英国 负责 无 协议 脱欧 的 内阁大臣 迈克尔 · 戈夫 声称 他们 “ 在 后退 ” 。,er  Johnson  de ruo dian   hui rang  27  ge mian dui ta de ling dao ren   geng jia mei you dong li qu  erase  zhong yao de  red lines， jin guan  UK  de  no-deal Brexit  fu ze ren  Michael Gove  shuo ta men zai  backstop  shang  “shifting”。,"Besides,  yue han xun   de  weakness  hui rang   mian dui   ta   de  EU 27  guo  leaders  geng jia   bu yuan yi   qu  remove  zhong dian  “ red lines ”, although  ying guo  minister Michael Gove  shuo  they are “ adjusting ” backup plan.","And Johnson's weakness  hui gei  the 27 leaders facing him even less incentive to erase crucial red lines, despite Michael Gove  de  claim that they're ""shifting"" on the backstop.","ci wai ,  yue han xun   de ruan ruo   rang   mian dui   ta   de   ou meng  27  guo   ling dao ren   geng jia   mei you   yi yuan   xiao chu   zhong dian  “  hong xian  ”，  jin guan   fu ze  “  wu   xie yi   tuo ou  ”  de   ying guo   bu zhang   mai ke er  ·  ge fu   sheng cheng   ta men   zheng zai  “  tiao zheng  ”  hou bei   fang an 。","jin guan  Michael Gove  shuo   ta men  ""shifting"" on the backstop，Johnson  de  weakness  hui rang mian dui ta de  27  ge  leaders  geng shao  incentive  qu  erase crucial red lines,。",ci wai ， yue han xun de ruan ruo hui rang mian dui ta de ou meng 27 guo ling dao ren geng jia mei you yi yuan xiao chu zhong dian  “ hong xian ”， jin guan fu ze  “ wu xie yi tuo ou ”  de ying guo bu zhang mai ke er · ge fu sheng cheng   ta men   zheng zai  “ tiao zheng ”  hou bei   fang an 。
